agent_id,scaffold,model,benchmark,task_id,correct,run_id,date,total_cost,n_tasks,n_correct,source_file
HAL Generalist Agent__o4-mini-2025-04-16__scienceagentbench_hal_generalist_agent_o4mini20250416_high_1746044352,HAL Generalist Agent,o4-mini-2025-04-16,scienceagentbench,1,0,scienceagentbench_hal_generalist_agent_o4mini20250416_high_1746044352,2025-05-01,76.30467900000001,102,22,scienceagentbench_hal_generalist_agent_o4mini20250416_high_1746044352_UPLOAD.zip
HAL Generalist Agent__o4-mini-2025-04-16__scienceagentbench_hal_generalist_agent_o4mini20250416_high_1746044352,HAL Generalist Agent,o4-mini-2025-04-16,scienceagentbench,2,0,scienceagentbench_hal_generalist_agent_o4mini20250416_high_1746044352,2025-05-01,76.30467900000001,102,22,scienceagentbench_hal_generalist_agent_o4mini20250416_high_1746044352_UPLOAD.zip
HAL Generalist Agent__o4-mini-2025-04-16__scienceagentbench_hal_generalist_agent_o4mini20250416_high_1746044352,HAL Generalist Agent,o4-mini-2025-04-16,scienceagentbench,3,1,scienceagentbench_hal_generalist_agent_o4mini20250416_high_1746044352,2025-05-01,76.30467900000001,102,22,scienceagentbench_hal_generalist_agent_o4mini20250416_high_1746044352_UPLOAD.zip
HAL Generalist Agent__o4-mini-2025-04-16__scienceagentbench_hal_generalist_agent_o4mini20250416_high_1746044352,HAL Generalist Agent,o4-mini-2025-04-16,scienceagentbench,4,0,scienceagentbench_hal_generalist_agent_o4mini20250416_high_1746044352,2025-05-01,76.30467900000001,102,22,scienceagentbench_hal_generalist_agent_o4mini20250416_high_1746044352_UPLOAD.zip
HAL Generalist Agent__o4-mini-2025-04-16__scienceagentbench_hal_generalist_agent_o4mini20250416_high_1746044352,HAL Generalist Agent,o4-mini-2025-04-16,scienceagentbench,5,0,scienceagentbench_hal_generalist_agent_o4mini20250416_high_1746044352,2025-05-01,76.30467900000001,102,22,scienceagentbench_hal_generalist_agent_o4mini20250416_high_1746044352_UPLOAD.zip
HAL Generalist Agent__o4-mini-2025-04-16__scienceagentbench_hal_generalist_agent_o4mini20250416_high_1746044352,HAL Generalist Agent,o4-mini-2025-04-16,scienceagentbench,6,1,scienceagentbench_hal_generalist_agent_o4mini20250416_high_1746044352,2025-05-01,76.30467900000001,102,22,scienceagentbench_hal_generalist_agent_o4mini20250416_high_1746044352_UPLOAD.zip
HAL Generalist Agent__o4-mini-2025-04-16__scienceagentbench_hal_generalist_agent_o4mini20250416_high_1746044352,HAL Generalist Agent,o4-mini-2025-04-16,scienceagentbench,7,0,scienceagentbench_hal_generalist_agent_o4mini20250416_high_1746044352,2025-05-01,76.30467900000001,102,22,scienceagentbench_hal_generalist_agent_o4mini20250416_high_1746044352_UPLOAD.zip
HAL Generalist Agent__o4-mini-2025-04-16__scienceagentbench_hal_generalist_agent_o4mini20250416_high_1746044352,HAL Generalist Agent,o4-mini-2025-04-16,scienceagentbench,8,0,scienceagentbench_hal_generalist_agent_o4mini20250416_high_1746044352,2025-05-01,76.30467900000001,102,22,scienceagentbench_hal_generalist_agent_o4mini20250416_high_1746044352_UPLOAD.zip
HAL Generalist Agent__o4-mini-2025-04-16__scienceagentbench_hal_generalist_agent_o4mini20250416_high_1746044352,HAL Generalist Agent,o4-mini-2025-04-16,scienceagentbench,9,0,scienceagentbench_hal_generalist_agent_o4mini20250416_high_1746044352,2025-05-01,76.30467900000001,102,22,scienceagentbench_hal_generalist_agent_o4mini20250416_high_1746044352_UPLOAD.zip
HAL Generalist Agent__o4-mini-2025-04-16__scienceagentbench_hal_generalist_agent_o4mini20250416_high_1746044352,HAL Generalist Agent,o4-mini-2025-04-16,scienceagentbench,10,0,scienceagentbench_hal_generalist_agent_o4mini20250416_high_1746044352,2025-05-01,76.30467900000001,102,22,scienceagentbench_hal_generalist_agent_o4mini20250416_high_1746044352_UPLOAD.zip
