agent_id,scaffold,model,benchmark,task_id,correct,run_id,date,total_cost,n_tasks,n_correct,source_file
HAL Generalist__claude-3-7-sonnet-20250219__swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420,HAL Generalist,claude-3-7-sonnet-20250219,swebench_verified_mini,django__django-11951,1,swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420,2025-11-09,76.805826,50,19,swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420_UPLOAD.zip
HAL Generalist__claude-3-7-sonnet-20250219__swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420,HAL Generalist,claude-3-7-sonnet-20250219,swebench_verified_mini,sphinx-doc__sphinx-10323,1,swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420,2025-11-09,76.805826,50,19,swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420_UPLOAD.zip
HAL Generalist__claude-3-7-sonnet-20250219__swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420,HAL Generalist,claude-3-7-sonnet-20250219,swebench_verified_mini,django__django-12039,1,swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420,2025-11-09,76.805826,50,19,swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420_UPLOAD.zip
HAL Generalist__claude-3-7-sonnet-20250219__swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420,HAL Generalist,claude-3-7-sonnet-20250219,swebench_verified_mini,sphinx-doc__sphinx-8475,1,swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420,2025-11-09,76.805826,50,19,swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420_UPLOAD.zip
HAL Generalist__claude-3-7-sonnet-20250219__swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420,HAL Generalist,claude-3-7-sonnet-20250219,swebench_verified_mini,sphinx-doc__sphinx-8551,1,swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420,2025-11-09,76.805826,50,19,swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420_UPLOAD.zip
HAL Generalist__claude-3-7-sonnet-20250219__swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420,HAL Generalist,claude-3-7-sonnet-20250219,swebench_verified_mini,django__django-12276,1,swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420,2025-11-09,76.805826,50,19,swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420_UPLOAD.zip
HAL Generalist__claude-3-7-sonnet-20250219__swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420,HAL Generalist,claude-3-7-sonnet-20250219,swebench_verified_mini,django__django-11999,1,swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420,2025-11-09,76.805826,50,19,swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420_UPLOAD.zip
HAL Generalist__claude-3-7-sonnet-20250219__swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420,HAL Generalist,claude-3-7-sonnet-20250219,swebench_verified_mini,django__django-12143,1,swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420,2025-11-09,76.805826,50,19,swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420_UPLOAD.zip
HAL Generalist__claude-3-7-sonnet-20250219__swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420,HAL Generalist,claude-3-7-sonnet-20250219,swebench_verified_mini,sphinx-doc__sphinx-8269,1,swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420,2025-11-09,76.805826,50,19,swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420_UPLOAD.zip
HAL Generalist__claude-3-7-sonnet-20250219__swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420,HAL Generalist,claude-3-7-sonnet-20250219,swebench_verified_mini,sphinx-doc__sphinx-9367,1,swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420,2025-11-09,76.805826,50,19,swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420_UPLOAD.zip
HAL Generalist__claude-3-7-sonnet-20250219__swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420,HAL Generalist,claude-3-7-sonnet-20250219,swebench_verified_mini,django__django-12713,1,swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420,2025-11-09,76.805826,50,19,swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420_UPLOAD.zip
HAL Generalist__claude-3-7-sonnet-20250219__swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420,HAL Generalist,claude-3-7-sonnet-20250219,swebench_verified_mini,django__django-9296,1,swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420,2025-11-09,76.805826,50,19,swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420_UPLOAD.zip
HAL Generalist__claude-3-7-sonnet-20250219__swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420,HAL Generalist,claude-3-7-sonnet-20250219,swebench_verified_mini,django__django-12209,1,swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420,2025-11-09,76.805826,50,19,swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420_UPLOAD.zip
HAL Generalist__claude-3-7-sonnet-20250219__swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420,HAL Generalist,claude-3-7-sonnet-20250219,swebench_verified_mini,sphinx-doc__sphinx-9698,1,swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420,2025-11-09,76.805826,50,19,swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420_UPLOAD.zip
