benchmark,task_id,discrimination,easiness,a0,a1,a2,a3
assistantbench,c7afe00869f98cf363fd83677ac41757ed5e57f03eacc3d1304feb0a92084bd1,1.6367337703704834,-0.007366865407675505,1.1012852191925049,-0.0054723843932151794,0.6197837591171265,1.040147304534912
assistantbench,3af8028c2a59e28ca88baff0e6d91f2a9f170c5ef91003f1c8406755a2760ad4,1.6158393621444702,0.0202186219394207,0.9519302845001221,0.02192709594964981,0.6493016481399536,1.1325600147247314
assistantbench,55f4258484c5b398956133128a50462a767da211f8f72aa5ac5bbffb9bcbba1a,1.5589205026626587,-0.028834057971835136,0.9136232137680054,-0.04764517396688461,0.5670884847640991,1.1276817321777344
assistantbench,f88066d274e265edd6cd9d61cd80a41accb3a14baf2297652fdd05cdf716d455,1.5530707836151123,-0.017876965925097466,1.0767487287521362,0.19874024391174316,0.6993221044540405,0.8509359359741211
assistantbench,748899d9d70c09beb3bd48ac8a3658bdcfd2f9114fe6dc4c4b8d2f9541ef4607,1.553002119064331,-0.0176339540630579,1.07404363155365,0.19761788845062256,0.6989525556564331,0.8547855615615845
assistantbench,4dbedc5e1a0205e14b7ff3ba89bce3060dab15d0ada3b7e1351a6f2aa8287aec,1.5528331995010376,-0.017415054142475128,1.0739686489105225,0.19784078001976013,0.6994653344154358,0.8541016578674316
assistantbench,fb9ba3ab6a13d0adc677f993e90d54914a5cdf211305a1bba6bf16ec4ccb9b7c,1.5527201890945435,-0.01758696138858795,1.0741941928863525,0.19867941737174988,0.6997628808021545,0.8531737923622131
assistantbench,e6bc98089608217e45b6956a46518fe3cce64a799b3ac43c6974c449ae14c408,1.5527114868164062,-0.017547087743878365,1.0738657712936401,0.19861295819282532,0.7000342011451721,0.853364109992981
assistantbench,8ad84bd6fe38481ba49e7ad1f6fbd43219a999074e5c6fc940003281f55ec65b,1.552639365196228,-0.017566312104463577,1.0747523307800293,0.19769743084907532,0.6980226635932922,0.8539767861366272
assistantbench,9baaa267c95f9d8b75741ee9169c50563d297cfa592c20deaffd30dbc5984c74,1.5525918006896973,-0.01761963777244091,1.075520634651184,0.19825398921966553,0.6987072825431824,0.8522324562072754
assistantbench,cca4776df3c73e7f9430a2e624aafad056b14322a0b7ca6c0c22b7e7f3f0890a,1.5525859594345093,-0.017378153279423714,1.0730596780776978,0.19878950715065002,0.6993415355682373,0.8546755909919739
assistantbench,797f7a5b65ca28b7e7156e7db1e9f117bd4a021de0cd512bfdbb0be897d89eab,1.5525586605072021,-0.017607251182198524,1.0741384029388428,0.19539596140384674,0.6991636753082275,0.8541989922523499
assistantbench,efc0f3a47e9ed2ecdbcc037c2093865fe6e39f4d413a5d1ccdc7357160a4606b,1.5524801015853882,-0.01751752570271492,1.0731817483901978,0.19855044782161713,0.6988253593444824,0.8548077344894409
