benchmark,task_id,discrimination,easiness,a0,a1
assistantbench,c7afe00869f98cf363fd83677ac41757ed5e57f03eacc3d1304feb0a92084bd1,1.6917675733566284,0.0007791729876771569,1.5483819246292114,0.6816089749336243
assistantbench,efc0f3a47e9ed2ecdbcc037c2093865fe6e39f4d413a5d1ccdc7357160a4606b,1.5977182388305664,-0.020464304834604263,1.5412392616271973,0.42105230689048767
assistantbench,e6bc98089608217e45b6956a46518fe3cce64a799b3ac43c6974c449ae14c408,1.5971821546554565,-0.020600706338882446,1.541494369506836,0.4180738925933838
assistantbench,2ddae3b7a208e3c25f14d82d7a1faaaa1832fbf950b4dac345e755c4c361f294,1.5971770286560059,-0.020436003804206848,1.5410947799682617,0.4195252060890198
assistantbench,b36ef2d8f2643b80e74a44ce3403f674ecb2aed7fd36afeaa289061a59feef92,1.5964661836624146,-0.020757775753736496,1.541277527809143,0.41613417863845825
assistantbench,52f7224e9c79431e7926afe317782711a0028750693e7456cde22ef6f4bd8bd5,1.5964583158493042,0.05562084540724754,1.4293450117111206,0.7110921144485474
assistantbench,4dbedc5e1a0205e14b7ff3ba89bce3060dab15d0ada3b7e1351a6f2aa8287aec,1.5963528156280518,-0.02086847648024559,1.5416293144226074,0.4143925905227661
assistantbench,9bdca8677af1e25cb7b0c7992dc62670c3e58e4afcd5ae60bcaa2483556bba00,1.5956124067306519,-0.020552795380353928,1.5399991273880005,0.4175902009010315
assistantbench,2aa5dd83fbcd0dce9a3dd4592106e5b5edf738008d932e357d477bba80e59ccf,1.5955332517623901,-0.0207284577190876,1.5405356884002686,0.4153023362159729
assistantbench,929b45f34805280d77c61d1e093e3d4e551d77ddb6ecd73552b12b1af286388d,1.595499038696289,-0.02057226002216339,1.540131688117981,0.41666722297668457
assistantbench,cca4776df3c73e7f9430a2e624aafad056b14322a0b7ca6c0c22b7e7f3f0890a,1.5953869819641113,-0.02089369110763073,1.540689468383789,0.4141688346862793
assistantbench,f88066d274e265edd6cd9d61cd80a41accb3a14baf2297652fdd05cdf716d455,1.595386028289795,-0.020232712849974632,1.539270281791687,0.4194086790084839
assistantbench,4e615af6f0348597b4133cc1ec5418bb3f35328e3d95e23a275027cee97b5e09,1.5952636003494263,-0.020436696708202362,1.539696216583252,0.4173749089241028
assistantbench,557e78eceec08ca8b0da5f9fdaca6e1c7ec6140a8ce600983ee716327dab005e,1.5952397584915161,-0.0203864686191082,1.5395396947860718,0.41786056756973267
